fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221108 235445	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	216	1	1	1	0.1	50	0.5	FALSE	66667	0.162182089608758	0.570833419492608	0.842948518159363	4.57676808034511	0.0195552480187772	17804	44632000	56
20221108 235826	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	403	1	1	1	0.1	50	0.5	FALSE	66667	0.123160525087903	0.708320535969176	0.902727569154079	7.35063798594382	0.00966749057150142	15669	46502000	57
20221109 000131	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	346	1	1	1	0.1	50	0.5	FALSE	66667	0.126865865798201	0.780073289089743	0.803867072156386	7.10823428039066	0.0107842772535637	18101	43798000	58
20221109 000612	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1906	1	1	1	0.1	50	0.5	FALSE	66667	0.114694007552331	0.759328263339587	0.079549494345847	1.53545363394078	0.0173311404897858	17515	40650000	59
20221109 001652	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1139	1	1	1	0.1	50	0.5	FALSE	66667	0.187423050591452	0.527644805314345	0.261624280965386	3.84242090367712	0.0198887949217145	17759	43842000	60
20221109 001844	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	38	1	1	1	0.1	50	0.5	FALSE	66667	0.26429490184657	0.616894827619568	0.572434987196559	6.49868260415783	0.0195154819629372	17637	44646000	61
20221109 003626	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7063	1	1	1	0.1	50	0.5	FALSE	66667	0.0193887488203426	0.769513011729997	0.82390265898403	1.46464074641	0.0154368223775569	18733	37974000	62
20221109 004303	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	584	1	1	1	0.1	50	0.5	FALSE	66667	0.0743588458296377	0.320282506644819	0.365688874301186	4.97963638937497	0.0231595472213566	16391	46338000	63
20221109 005911	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2388	1	1	1	0.1	50	0.5	FALSE	66667	0.0415974726534123	0.226149810353247	0.263321723561897	3.92164177959203	0.0191281425609509	18399	43442000	64
20221109 010051	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	57	1	1	1	0.1	50	0.5	FALSE	66667	0.136154120963451	0.601693287082668	0.0937749181046267	8.99909846125869	0.0181466984507215	18080	45360000	65
20221109 011022	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1707	1	1	1	0.1	50	0.5	FALSE	66667	0.0213397067497903	0.581701445871918	0.604153524994897	4.54362447161414	0.0197070870191617	17933	45094000	66
20221109 011915	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1058	1	1	1	0.1	50	0.5	FALSE	66667	0.148810301505439	0.286304813899752	0.157171538079216	5.11101065088576	0.0192445833722714	18353	44174000	67
20221109 013023	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	660	1	1	1	0.1	50	0.5	FALSE	66667	0.033991706679971	0.507420144497324	0.605120413922018	7.32104743447015	0.0145157816038525	19910	43700000	68
20221109 015744	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	915	1	1	1	0.1	50	0.5	FALSE	66667	0.0457082092776732	0.625269695499633	0.638120511494635	10.7618424898626	1.3172691469202e-05	15414	45492000	69
