fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221029 223102	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	53	1	1	1	0.1	50	0.5	FALSE	102191	0.144368548462614	0.345482512778137	0.503117737740628	7.90991143833916	0.0226745278519176	15030	17460000	36
20221029 223236	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	26	1	1	1	0.1	50	0.5	FALSE	102191	0.219522576194291	0.775353392738803	0.923170102137665	8.78575634334446	0.0186667609603346	14725	15910000	37
20221029 223426	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	102	1	1	1	0.1	50	0.5	FALSE	102191	0.183062403051939	0.493556200391473	0.662214018064644	5.53120893937722	0.0198210557783799	14958	16964000	38
20221029 224201	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1414	1	1	1	0.1	50	0.5	FALSE	102191	0.200584518807402	0.571766040097829	0.614661588870781	1.64451092197071	0.0177350194582283	18659	9642000	39
20221029 224345	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	49	1	1	1	0.1	50	0.5	FALSE	102191	0.155363641998852	0.42013688290217	0.845917066942167	7.22341193927103	0.0217669924079438	15889	16702000	40
20221029 224450	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	99	1	1	1	0.1	50	0.5	FALSE	102191	0.0862025806243764	0.693765323011717	0.337209406138654	6.68955688085966	0.0188565513332533	15456	17648000	41
20221029 224823	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	385	1	1	1	0.1	50	0.5	FALSE	102191	0.0264983647136483	0.216373976380238	0.673469735948928	9.00926143701258	0.0188787171545212	15663	17714000	42
20221029 225339	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	726	1	1	1	0.1	50	0.5	FALSE	102191	0.0524506966050831	0.201685513188597	0.304756164325995	11.4215139060942	7.197942439207e-06	17572	15336000	43
20221029 225804	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1107	1	1	1	0.1	50	0.5	FALSE	102191	0.161488777460204	0.224324003421236	0.985875033456227	1.27698184611555	0.00449138048571243	18160	8800000	44
20221029 230034	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	208	1	1	1	0.1	50	0.5	FALSE	102191	0.0960265214901574	0.467589767323752	0.533149844952352	5.98371482890758	0.021839240458901	14100	18200000	45
20221029 230512	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	755	1	1	1	0.1	50	0.5	FALSE	102191	0.0872548998872982	0.52282304766383	0.069941709292843	1.4619436847344	0.0104325979642996	16873	10334000	46
20221029 230736	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	371	1	1	1	0.1	50	0.5	FALSE	102191	0.0833472205500398	0.600897747538891	0.0595941245346912	8.9729177021184	0.0144739818914582	14419	17322000	47
20221029 231641	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1534	1	1	1	0.1	50	0.5	FALSE	102191	0.0394715995264612	0.537926291234652	0.176460083634767	5.1351675936454	0.023243103478359	14065	18030000	48
20221029 231813	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	46	1	1	1	0.1	50	0.5	FALSE	102191	0.29396312576245	0.521687265568599	0.349037291967845	6.17313853941113	0.0236902969471364	13855	18450000	49
20221029 232115	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	268	1	1	1	0.1	50	0.5	FALSE	102191	0.0389287867174484	0.209275348680001	0.953720874825783	9.45262067987863	0.0160672688896155	15551	17538000	50
20221029 232626	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	534	1	1	1	0.1	50	0.5	FALSE	102191	0.0670123363034078	0.780422794952476	0.713093557203119	9.57858272625809	3.98993558747827e-06	14438	18404000	51
20221029 232835	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1010	1	1	1	0.1	50	0.5	FALSE	102191	0.135067171476162	0.728782440071646	0.332197329305974	3.24277273991215	0.023900215797163	15060	16680000	52
20221029 233032	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	132	1	1	1	0.1	50	0.5	FALSE	102191	0.226823979182926	0.535602783731418	0.421169342904608	5.10272276980127	0.0180526173032259	15981	16438000	53
20221029 233153	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	41	1	1	1	0.1	50	0.5	FALSE	102191	0.265398357363481	0.778351544356765	0.163315308715042	10.7603785829521	0.00250833805269938	16148	12664000	54
20221029 234201	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1694	1	1	1	0.1	50	0.5	FALSE	102191	0.022901928244147	0.507207627748558	0.430743238430517	3.90595341147529	0.0220878766348016	15253	16694000	55
20221029 234519	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	357	1	1	1	0.1	50	0.5	FALSE	102191	0.0585266252895747	0.547592550112726	0.162255637420574	5.98929643465672	0.0167886323012947	17420	14760000	56
20221029 234842	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	248	1	1	1	0.1	50	0.5	FALSE	102191	0.141253391299639	0.52737959620906	0.167320561362489	10.7344352416724	2.26503297170189e-05	14778	15484000	57
20221029 234953	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	0.1	50	0.5	FALSE	102191	0.210738811164319	0.606502824786725	0.352644633553026	8.37600323119154	0.0247072305836628	14702	15396000	58
20221029 235037	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	89	1	1	1	0.1	50	0.5	FALSE	102191	0.241845753082363	0.689951553159487	0.170118247527373	6.02713099916768	0.0202778018197112	14776	17488000	59
20221029 235238	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	66	1	1	1	0.1	50	0.5	FALSE	102191	0.282700207803394	0.524821440744819	0.29611104323637	10.6157978729648	0.000141411080900852	15316	14008000	60
20221029 235512	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	146	1	1	1	0.1	50	0.5	FALSE	102191	0.213488586682912	0.366670465878258	0.902718402850803	10.9097086681046	2.48119698006956e-06	16513	14494000	61
20221029 235702	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	186	1	1	1	0.1	50	0.5	FALSE	102191	0.0662689850826445	0.753383861502446	0.854457472188282	6.71515588758537	0.015299886888321	15659	16842000	62
20221029 235900	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	63	1	1	1	0.1	50	0.5	FALSE	102191	0.0749874269886175	0.641776143070636	0.71074734742936	9.02497069753078	0.0218966874722021	14250	17100000	63
20221030 000050	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	629	1	1	1	0.1	50	0.5	FALSE	102191	0.0589721524062613	0.665733137545502	0.0739471098655951	7.03413447361859	0.0210988112568598	14198	18484000	64
20221030 000154	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	47	1	1	1	0.1	50	0.5	FALSE	102191	0.280813359638497	0.221765228831768	0.988401716623979	5.65717854955001	0.0221236679227932	17197	16246000	65
20221030 000431	1223	273107	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	190	1	1	1	0.1	50	0.5	FALSE	102191	0.191584444908935	0.364444558676425	0.821973709548963	9.7432281869431	1.15782975142484e-05	14848	15824000	66
