fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221029 203832	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	30	1	1	1	0.1	50	0.5	FALSE	102191	0.222987212020817	0.364149340629228	0.840553370810812	6.46239644497109	0.0210776448262767	15872	15376000	1
20221029 203928	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	326	1	1	1	0.1	50	0.5	FALSE	102191	0.235944718352257	0.744653495086823	0.556717800591287	3.85321504583408	0.0250112898931984	14893	16774000	2
20221029 204130	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	145	1	1	1	0.1	50	0.5	FALSE	102191	0.130418530807365	0.50691875036573	0.26508150454174	9.63842430674413	0.00379874526828005	15049	16782000	3
20221029 204256	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	97	1	1	1	0.1	50	0.5	FALSE	102191	0.0637463107117219	0.633016022574157	0.378648068215989	8.73223393550143	0.0210021862605002	14687	17586000	4
20221029 204404	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	0.1	50	0.5	FALSE	102191	0.284543746034178	0.541307972869254	0.59925695457132	7.76225056001567	0.0213123758047644	14403	17994000	5
20221029 204825	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1561	1	1	1	0.1	50	0.5	FALSE	102191	0.0750634361583798	0.336394395245588	0.0874694820435252	2.83279556375055	0.0187805906165924	17772	12456000	6
20221029 204908	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	159	1	1	1	0.1	50	0.5	FALSE	102191	0.173568848649738	0.6817089989956	0.481881768032326	5.25748349740752	0.0189944599632203	16934	16052000	7
20221029 205140	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	666	1	1	1	0.1	50	0.5	FALSE	102191	0.160372592396161	0.414086510438938	0.459461097358871	3.72181310685119	0.0202256493285221	17081	14798000	8
20221029 205250	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	50	1	1	1	0.1	50	0.5	FALSE	102191	0.193482008853025	0.439598636631854	0.690351250677486	8.04205060176901	0.0183999827872374	15310	16500000	9
20221029 205646	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	406	1	1	1	0.1	50	0.5	FALSE	102191	0.110749030041625	0.304005662564305	0.203470289329562	10.9383031732577	5.18558413905967e-05	12461	18438000	10
20221029 205906	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2026	1	1	1	0.1	50	0.5	FALSE	102191	0.0320337933411065	0.765539124317002	0.289399736073392	2.36991020089772	0.0152834845050651	20854	7892000	11
20221029 205954	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	90	1	1	1	0.1	50	0.5	FALSE	102191	0.266248768186051	0.208523112081457	0.730831210284668	5.04022242009523	0.0250096194714794	14027	18026000	12
20221029 210353	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	585	1	1	1	0.1	50	0.5	FALSE	102191	0.142368617989705	0.696421836430091	0.97637286571844	10.6227340458136	3.95727774778027e-07	13830	15620000	13
20221029 215846	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2649	1	1	1	0.1	50	0.5	FALSE	102191	0.0200865932970191	0.264332267778809	0.788466173026245	11.5052405386523	2.68969108361724e-06	12433	20174000	14
20221029 220409	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1513	1	1	1	0.1	50	0.5	FALSE	102191	0.0836500502574199	0.462909754444263	0.897721473372076	1.41556871881767	0.0107856270463818	18691	8938000	15
20221029 220505	1223	407208	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	202	1	1	1	0.1	50	0.5	FALSE	102191	0.25231516017142	0.605023341131164	0.121263363939215	6.51740320114186	0.0212680213481935	15528	16064000	16
